Restaurant_ID,Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
556,Lemonier,1,Noida,"B-109, 2nd Floor, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.3307374,28.5881489,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
557,Let's Noodle,1,Noida,"Near B-19, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3629871,28.6207119,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
558,LIT Ultrabar,1,Noida,"B-1, 9/10, Near Sector 18 Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32541844,28.57096149,"Continental, American, North Indian, Chinese",1550,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,425
559,Little China,1,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4028201,28.4996449,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
560,Lola's Cafe,1,Noida,"Paras Tiera, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4132861,28.5074131,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
561,Lucknow Heritage,1,Noida,"Shop 2, V.D.S Market, F Block, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.37,28.58,Lucknowi,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
562,Lucknow Wale Kwality Kabab,1,Noida,"Shop No.21, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3807896,28.5664153,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
563,Lumbini Food Point,1,Noida,"Near Sharma Clinic, C Block, Sector 19, Noida",Sector 19,"Sector 19, Noida",77.3283593,28.5816039,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,18
564,M.P. Chole Tikki Wala,1,Noida,"Block D, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32828371,28.57457078,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
565,Maa Durga Food Corner,1,Noida,"H Block, Near OBC Bank, Sector 63, Noida",Sector 63,"Sector 63, Noida",77.3760306,28.6292246,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
566,Maa Ka Khaana,1,Noida,"273, B-14, Himgiri Apartment, Sector 34, Noida",Sector 34,"Sector 34, Noida",77.3614689,28.5820375,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
567,Maa Vaishno Shudh Bhojnalaya,1,Noida,"27, Subzi Mandi Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.3245004,28.5737086,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
568,Maamouchee @ My Way,1,Noida,"5th Floor, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.32309598,28.56822692,"Italian, Lebanese, North Indian",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,278
569,Mad Over Donuts,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3535737,28.5743001,Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,13
570,Mad Over Donuts,1,Noida,"J-52,Ground Floor,  Main Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3242376,28.56827816,Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,4.2,Green,Very Good,235
571,Made In Punjab,1,Noida,"C 418 - 419, 3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32079029,28.56673549,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,322
572,Madras Coffee House,1,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4043548,28.4990685,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
573,Maharba Chicken Point,1,Noida,"Brahmputra Market, Near Juice Corner, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.332751,28.569734,"North Indian, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
574,Mahi Rasoi,1,Noida,"5, Block X-1A, Above Axis Bank, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3380039,28.5972511,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,34
575,Mainland China,1,Noida,"Ground Floor, Plot K-1, Dharam Palace, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32224539,28.57181745,Chinese,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,743
576,Mairu's,1,Noida,"Shop 7A, Sethi Arcade, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3851512,28.5646289,"North Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
577,Malabar Junction,1,Noida,"Near Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.369864,28.6181511,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,15
578,Malt n Brew,1,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida","Park Ascent, Sector 62, Noida","Park Ascent, Sector 62, Noida, Noida",0,0,"North Indian, Continental, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,0,White,Not rated,0
579,Mamagoto,1,Noida,"D-423, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.3204748,28.56648549,"Asian, Thai, Chinese",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,428
580,Mandarin Trail,1,Noida,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255325,28.5672163,Chinese,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,517
581,Masters Caterer,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3666722,28.6127402,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
582,Matrix - Jaypee Greens,1,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida","Jaypee Greens Golf & Spa Resort, Surajpur","Jaypee Greens Golf & Spa Resort, Surajpur, Noida",77.5180946,28.4696531,Finger Food,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,20
583,Mayur Kitchen,1,Noida,"Shop 100, Sabzi Mandi, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3439016,28.5972982,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
584,McDonald's,1,Noida,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.3157052,28.5801391,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,135
585,McDonald's,1,Noida,"P-16, Atta Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32432779,28.56920863,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,403
586,McDonald's,1,Noida,"Intersection of Worlds of Wonder and Great India Place Mall, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.3254169,28.5664384,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,53
587,McDonald's,1,Noida,"Food Court, 3rd Floor, The Great India Palace Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253081,28.5671503,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,70
588,McDonald's,1,Noida,"Ground Floor, Great India Palce Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3265645,28.5680759,"Desserts, Ice Cream",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
589,Meatwale.com,1,Noida,"17, Skytech Matrott, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3863819,28.5707996,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
590,Meeting Point Corner,1,Noida,"Near Corenthum Building, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3738681,28.6280874,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,14
591,Mehfill,1,Noida,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.3355334,28.597946,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,90
592,Melting Flavours,1,Noida,"Shop 20, Amrapali Princely Estate, Sector 76, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3810922,28.5663966,North Indian,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,21
593,Mera Vala Dabba,1,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366061,28.539277,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,18
594,Metro Dhaba,1,Noida,"B-1/35, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3257916,28.57036376,"North Indian, Fast Food, Chinese, Biryani, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,418
595,Mexican Pizza,1,Noida,"Shop 2, Godavari Shopping Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3404288,28.5653946,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,15
596,Mezbaan Jaika Restaurant,1,Noida,"25, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.3871696,28.53330811,"Biryani, North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,18
597,Midnight Foodies,1,Noida,"Sector 93 B, Noida",Sector 93,"Sector 93, Noida",0,0,"Burger, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
598,Mighty Mughlai,1,Noida,"Shop 16, Sethi Arcade, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.32181758,28.57605503,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12
599,Mirchievous,1,Noida,"Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3351088,28.5678557,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,44
600,Mirchievous,1,Noida,"Sector 61, Noida",Sector 61,"Sector 61, Noida",77.36473083,28.59345268,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,6
601,Mishti's Kitchen,1,Noida,"H-38, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3692738,28.5781101,"Chinese, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,49
602,Mithaas,1,Noida,"G-20, Ground Floor, Ashirwad Complex, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3630838,28.5863139,"North Indian, Chinese, South Indian, Mithai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,193
603,Mithaas,1,Noida,"7th Floor, Amrapali Platinum Club, Sector 119, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.400309,28.5879324,"North Indian, Chinese, South Indian, Mithai",650,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,12
604,Mithaas Sweets,1,Noida,"Ground Floor, Ashirwad Complex, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.362305,28.5955626,"North Indian, Chinese, South Indian, Mithai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,39
605,Mithaas Sweets,1,Noida,"RN-1, B Block, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706652,28.6180976,"North Indian, Chinese, South Indian, Mithai",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,17
606,Mittal Bikaneri Sweets,1,Noida,"A 2/22, Main Market, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38711596,28.53319412,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
607,Modi's Baker's Zone,1,Noida,"Plot 3 A, Sector 126, Nea, Sector 125, Noida",Sector 125,"Sector 125, Noida",77.3297035,28.5472559,"Bakery, Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
608,Moju Juice Bar,1,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4026739,28.500282,Beverages,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
609,Momos Box,1,Noida,"Sector 51, Noida",Sector 51,"Sector 51, Noida",77.37454668,28.58168431,"Tibetan, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
610,Mom's Canteen,1,Noida,"Sector 62, Noida",Sector 62,"Sector 62, Noida",0,0,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
611,Mood 4 Food,1,Noida,"Shop 5, JM Orchid, Sector 76, NOIDA, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.38469392,28.56920274,"Street Food, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
612,Moon Bite,1,Noida,"Near Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31485,28.577722,"North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,13
613,Moonlight Cafe,1,Noida,"Near Godavri Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.34016448,28.56573444,"Continental, Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
614,More Than Cafe,1,Noida,"Shop 12, C Block Market, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3618306,28.569207,"Cafe, Continental, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,39
615,More Than Cafí©,1,Noida,"Shop 26, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.3282646,28.57438086,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
616,Mother's Kitchen,1,Noida,"D 205, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.333568,28.5922973,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
617,Moti Mahal Delux- Legendary Culinary,1,Noida,"12-A, Ashirwad Shopping Complex, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36619238,28.53941873,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,72
618,Moti Mahal Delux Tandoori Trail,1,Noida,"Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364878,28.5970621,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,28
619,Moti Mahal Delux Tandoori Trail,1,Noida,"Food Court, The Great India Place Mall, Sector 38 A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.325445,28.5670397,"North Indian, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Red,Poor,108
620,Moti Mahal Deluxe Advant,1,Noida,"Advant Towers, Sector 142, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4102187,28.5007418,"North Indian, Mughlai",1400,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,7
621,Movenpick,1,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32051905,28.56724019,"Ice Cream, Desserts",650,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,91
622,Mr. Biryani Walia,1,Noida,"Civitech Sampriti Central, Sector 77, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",0,0,Biryani,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
623,Mr. Brown,1,Noida,"Botanical Garden Metro Station, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.33417619,28.56437507,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,183
624,Mr. Flavour,1,Noida,"GF-7A, Harsha Mall, Near Kotak Mahindra Bank, Commercial Belt, Alpha-1, Greater Noida, Noida","Harsha Mall, Greater Noida","Harsha Mall, Greater Noida, Noida",77.5130325,28.4720107,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,10
625,Mr. Sub,1,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.5743086,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,27
626,MS Foods,1,Noida,"E-78, Deepak Vihar, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3545194,28.61263059,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
627,Mudrika Food Factory,1,Noida,"16-A, Block B-8-A, Amaltash Market, Sector 34, Noida",Sector 34,"Sector 34, Noida",77.3573419,28.5838901,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,20
628,Mutfi,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3603093,28.5613668,"North Indian, Seafood, Bengali",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,15
629,Mx Corn,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3537531,28.5744067,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
630,My Corn,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.3666722,28.6127402,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
631,N E Great Foods,1,Noida,"Aditya Celebrity Homes Market, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3846131,28.5711244,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
632,Nathu's Sweets,1,Noida,"G-63, Mansarover Shopping Complex, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3242832,28.56889916,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,211
633,Nathu's Sweets,1,Noida,"C-25, Near IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3624558,28.612791,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",500,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,77
634,Navab's,1,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,"Sector 41, Noida",0,0,"North Indian, Chinese",900,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
635,Nawabi Mughlai Zaika,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.325204,28.57099,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,19
636,Nawabi Mughlai Zaika,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",77.360265,28.561485,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,34
637,Nawabi Mughlai Zaika Food Van,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",0,0,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
638,Nazeer Foods,1,Noida,"C-9, Behind Shipra Hotel, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3248411,28.57116908,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,703
639,Nazeer Foods,1,Noida,"Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.361896,28.5704704,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,12
640,Nazeer Foods,1,Noida,"304, 3rd Floor, The Great India Place Mall, Sector 38-A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3256447,28.5674287,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,179
641,New Chinese Chilli Sizzler,1,Noida,"Near Vodafone Store, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3621117,28.5699059,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,53
642,New Dragon Chinese Fast Food  & Paranthey Wala,1,Noida,"C 28-29, Logic Cyber Park, Opposite Samsung Tower, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3660074,28.6132102,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
643,New Gee Pee,1,Noida,"Shop 1, F Block Market, Jal Vayu Vihar, Sector 21, Noida",Sector 21,"Sector 21, Noida",77.3360987,28.5880357,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,27
644,New Punjabi Tadka,1,Noida,"BR 38, Sector 116, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3936272,28.5674429,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
645,New Shahi Chinese Fast Food,1,Noida,"C-25, Opposite Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3633138,28.6132289,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
646,New Town Cafe - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.3497156,28.6037907,"Continental, Chinese, North Indian",2800,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,228
647,New Town Lounge - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.3503437,28.6039396,Continental,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,32
648,New Vishal's Kitchen,1,Noida,"Shop 142, Block 3, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3357335,28.5682606,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,24
649,New Woks,1,Noida,"102 & 103, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364878,28.5970621,"Chinese, Asian",750,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.5,Orange,Average,79
650,Ni Hao,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.5742189,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,10
651,Night Food Delivery,1,Noida,"Behind Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706195,28.619656,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
652,Night Food Service,1,Noida,"Green Market, Phase II, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.518042,28.46449,"Fast Food, North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,80
653,Night Food Xprs,1,Noida,"Main Dadri Road, Aggapur, sector 41, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3621866,28.5702697,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,115
654,Night Munchers,1,Noida,"Sector 19, Noida",Sector 19,"Sector 19, Noida",0,0,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
655,Night Munchies,1,Noida,"C-31, Sector 19, Noida",Sector 19,"Sector 19, Noida",77.3291124,28.5807886,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
656,Night Safari Cafe,1,Noida,"N-199, First Floor, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3387224,28.5923274,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
657,Nirmala's,1,Noida,"Shop 1, Near Neo Hospital, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3704026,28.5694331,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,51
658,Nirula's,1,Noida,"C-135, Near Sector 15 Metro Station, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.3135127,28.5822486,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,221
659,Nite Bites,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.332893,28.597824,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,68
660,Nite Bites,1,Noida,"D 5, Logic Infotech Park, Sector 59, Noida",Sector 59,"Sector 59, Noida",77.3723239,28.6080732,"North Indian, Chinese, Fast Food",650,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.7,Orange,Average,8
661,Nizam's Kathi Kabab,1,Noida,"C-18, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32458662,28.57071651,"North Indian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,139
662,Noida Cakes Online,1,Noida,"Sector 47, Noida",Sector 47,"Sector 47, Noida",77.3636066,28.5593943,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
663,Northern Bytes,1,Noida,"Near Ajnara Clock Tower, Sector 77, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3920718,28.57173,"Kashmiri, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6
